train_loss,train_model_preparation_time,train_accuracy,train_pos_precision,train_pos_recall,train_pos_f1,train_neg_precision,train_neg_recall,train_neg_f1,train_f1_macro,train_f1_micro,train_f1_weighted,train_runtime,train_samples_per_second,train_steps_per_second,epoch
0.05664283409714699,0.001,0.9845756811907334,0.9830243586979952,0.9892082429501085,0.9861066061195805,0.9865249187432286,0.9788363343187315,0.9826655874814515,0.984386096800516,0.9845756811907334,0.984569692141369,463.4052,71.911,2.249,3.0
