accuracy,pos_precision,pos_recall,pos_f1,neg_precision,neg_recall,neg_f1,f1_macro,f1_micro,f1_weighted
0.8664384589976879,0.8549107142857143,0.913882863340564,0.8834137135667854,0.883157972187477,0.8075758595169212,0.8436775145849441,0.8635456140758648,0.8664384589976879,0.865679601761029
