accuracy,pos_precision,pos_recall,pos_f1,neg_precision,neg_recall,neg_f1,f1_macro,f1_micro,f1_weighted
0.7634447347085848,0.7723007115602764,0.8122559652928416,0.791774594280277,0.7510964123948523,0.7028863621072462,0.7261921312387043,0.7589833627594906,0.7634447347085848,0.7625053948632006
