train_loss,train_model_preparation_time,train_accuracy,train_pos_precision,train_pos_recall,train_pos_f1,train_neg_precision,train_neg_recall,train_neg_f1,train_f1_macro,train_f1_micro,train_f1_weighted,train_runtime,train_samples_per_second,train_steps_per_second
0.7064192891120911,0.001,0.4765034209578682,0.5790058758138796,0.19772234273318873,0.2947810971419331,0.45262145262145265,0.8218892770760549,0.5837608265133258,0.4392709618276295,0.4765034209578682,0.4238524658840952,459.9867,72.446,2.265
