accuracy,pos_precision,pos_recall,pos_f1,neg_precision,neg_recall,neg_f1,f1_macro,f1_micro,f1_weighted
0.8803711377353391,0.8752855659397716,0.9142082429501085,0.8943236074270557,0.8873460086876024,0.8383906344614143,0.8621739431259946,0.8782487752765251,0.8803711377353391,0.8799753366854808
