accuracy,pos_precision,pos_recall,pos_f1,neg_precision,neg_recall,neg_f1,f1_macro,f1_micro,f1_weighted
0.6721616671170766,0.7307928325969563,0.645824295010846,0.6856863196683556,0.6159816546128065,0.7048375159792774,0.657420771885786,0.6715535457770707,0.6721616671170766,0.6730715150954242
