accuracy,pos_precision,pos_recall,pos_f1,neg_precision,neg_recall,neg_f1,f1_macro,f1_micro,f1_weighted
0.9798516650151639,0.9716014650459154,0.9926247288503254,0.9820005901445854,0.9905973451327433,0.9640045751194241,0.9771200600129574,0.9795603250787714,0.9798516650151639,0.9798224284370399
