accuracy,pos_precision,pos_recall,pos_f1,neg_precision,neg_recall,neg_f1,f1_macro,f1_micro,f1_weighted
0.7582500075068312,0.7741884402216944,0.7953904555314534,0.7846462484953859,0.7372196684775039,0.7121711632913947,0.7244789706033332,0.7545626095493596,0.7582500075068312,0.7577938252509461
