train_loss,train_accuracy,train_pos_precision,train_pos_recall,train_pos_f1,train_neg_precision,train_neg_recall,train_neg_f1,train_f1_macro,train_f1_micro,train_f1_weighted,train_runtime,train_samples_per_second,train_steps_per_second,epoch
0.05125102028250694,0.9848662282677236,0.9861758646861108,0.9864967462039046,0.9863362793471778,0.9832402234636871,0.9828433021597255,0.9830417227456258,0.9846890010464018,0.9848662282677236,0.9848659314875596,963.8414,34.552,1.08,3.0
