accuracy,pos_precision,pos_recall,pos_f1,neg_precision,neg_recall,neg_f1,f1_macro,f1_micro,f1_weighted
0.9000990901720566,0.9008115419296664,0.9209869848156182,0.9107875472608801,0.8991695501730104,0.874184215837987,0.8865008699211954,0.8986442085910378,0.9000990901720566,0.8999484971663021
