accuracy,pos_precision,pos_recall,pos_f1,neg_precision,neg_recall,neg_f1,f1_macro,f1_micro,f1_weighted
0.6787977059123803,0.7126379963750206,0.7036334056399133,0.7081070756132835,0.6379835718071012,0.6479849290183678,0.642945358656831,0.6755262171350572,0.6787977059123803,0.6790256535454893
