train_loss,train_accuracy,train_pos_precision,train_pos_recall,train_pos_f1,train_neg_precision,train_neg_recall,train_neg_f1,train_f1_macro,train_f1_micro,train_f1_weighted,train_runtime,train_samples_per_second,train_steps_per_second,epoch
0.6589871048927307,0.6198840945260187,0.6831632976363982,0.5846529284164859,0.6300809444493147,0.5628923638854012,0.6635941599946175,0.6091091554732129,0.6195950499612638,0.6198840945260187,0.6207213162010548,955.375,34.859,1.09,3.0
